,R&D Spend,Profit Actual,Profit Predicted,Difference
126,78709.0,116273.3187,116335.6341034807,-62.31540348069393
127,149794.0,177000.6208,176613.63482516992,386.9859748300805
128,134970.0,164336.6055,164043.31643594126,293.28906405874295
129,16708.0,63306.39937000001,63760.59966941648,-454.20029941647226
130,129319.0,159509.0049,159251.43373103492,257.57116896507796
131,140198.0,168802.8408,168476.50751384784,326.33328615216305
132,17219.0,63742.94226,64193.912722364126,-450.9704623641228
133,154222.0,180783.423,180368.4493035499,414.97369645012077
134,68679.0,107704.7762,107830.4874869154,-125.71128691540798
135,122905.0,154029.5801,153812.54934433007,217.0307556699263
136,109398.0,142490.6665,142359.00843207212,131.65806792787043
137,102136.0,136286.8026,136201.044849869,85.7577501309861
138,64664.71,107404.34,104426.48698727315,2977.853012726846
139,131074.0,161008.2863,160739.6223962465,268.663903753506
140,26154.0,71376.03566000001,71770.53136832731,-394.4957083273039
141,63645.0,103404.2734,103561.802734394,-157.5293343939993
142,139592.0,168285.1402,167962.6372397064,322.5029602935829
143,73771.0,112054.8279,112148.3545429025,-93.52664290249231
144,67191.0,106433.5906,106568.70701179586,-135.11641179586877
145,62322.0,102274.046,102439.93743292682,-165.89143292681547
146,107173.0,140589.8682,140472.27351463865,117.59468536134227
147,18989.0,65255.037979999994,65694.82094881682,-439.78296881682763
148,102790.0,136845.5092,136755.61771998205,89.8914800179482
149,19468.0,65664.24355,66100.9989377834,-436.7553877833998
150,109841.0,142869.1176,142734.65947406,134.45812594000017
151,65694.0,105154.7165,105299.29479993162,-144.57829993162886
152,34269.0,78308.61013,78651.8139997757,-343.20386977569433
153,33519.0,77667.8916,78015.83593771947,-347.94433771946933
154,60822.0,100992.6089,101167.98130881437,-175.37240881436446
155,52985.0,94297.52743,94522.4345457015,-224.9071157014987
156,146120.0,173861.9543,173498.19029184384,363.76400815616944
157,134020.0,163525.0287,163237.74422400334,287.2844759966538
158,32205.0,76545.35274,76901.60237299696,-356.2496329969581
159,142240.0,170547.3037,170208.0637841396,339.2399158603803
160,37255.0,80859.52417,81183.85465750888,-324.33048750887974
161,57905.0,98500.64098,98694.45063279035,-193.80965279035445
162,138565.0,167407.783,167091.77128006407,316.0117199359229
163,41847.0,84782.43014,85077.73633879182,-295.30619879181904
164,9079.0,56789.0105,57291.43082218053,-502.42032218053646
165,31530.0,75968.70607,76329.22211714635,-360.51604714634595
166,90606.0,126436.8231,126423.94210919128,12.88099080871325
167,118745.0,150475.728,150284.9910267915,190.7369732084917
168,120735.0,152175.7678,151972.45281811405,203.31498188595288
169,22449.0,68210.88613,68628.79974176954,-417.91361176954524
170,64229.0,103903.1796,104057.01765204847,-153.8380520484643
171,44699.0,87218.86912999999,87496.1489161043,-277.2797861043073
172,24538.0,69995.5008,70400.2106372835,-404.70983728350257
173,140277.0,168870.3298,168543.4972030511,326.8325969488942
174,21297.0,67226.74247000001,67651.93743845119,-425.1949684511783
175,61968.0,101971.6268,102139.75578763628,-168.12898763628618
176,43391.0,86101.45602,86387.00317587823,-285.5471558782301
177,66882.0,106169.6146,106306.68405022868,-137.06945022867876
178,123767.0,154765.9792,154543.50013032003,222.4790696799755
179,19242.0,65471.1737,65909.35754841712,-438.1838484171167
180,52714.0,94066.01447000001,94292.63447261186,-226.62000261184585
181,5954.0,54119.34996,54641.52223027959,-522.1722702795887
182,7715.0,55623.75707000001,56134.79871998761,-511.041649987601
183,61136.38,97483.56,101434.56635301336,-3951.006353013363
184,155044.0,181485.6505,181065.48125956353,420.1692404364585
185,29723.0,74425.00156,74796.93897296555,-371.937412965548
186,41289.0,84305.73556,84604.56866062198,-298.83310062198143
187,109162.0,142289.0538,142158.88733521174,130.16646478825714
188,38547.0,81963.26862,82279.43286574441,-316.16424574441044
189,91798.0,127455.1384,127434.72324248597,20.41515751402767
190,154047.0,180633.922,180220.05442240345,413.86757759653847
191,66051.52,103282.38,105602.46130226008,-2320.081302260078
192,66380.0,105740.7603,105881.00273402572,-140.24243402572756
193,7736.0,55641.69719,56152.60610572518,-510.9089157251801
194,30713.0,75270.75002,75636.43001487976,-365.6799948797561
195,53078.0,94376.97653,94601.29582539646,-224.3192953964608
